,scientific_name,park_name,observations
21296,Draba breweri,Yosemite National Park,109
1143,Draba crassa,Bryce National Park,74
6845,Draba crassa,Great Smoky Mountains National Park,53
8395,Draba crassa,Yellowstone National Park,248
21376,Draba crassa,Yosemite National Park,115
8764,Draba crassifolia,Great Smoky Mountains National Park,55
10609,Draba crassifolia,Yosemite National Park,119
21473,Draba crassifolia,Yellowstone National Park,268
23047,Draba crassifolia,Bryce National Park,61
2988,Draba densifolia,Bryce National Park,135
18480,Draba densifolia,Yellowstone National Park,269
18778,Draba densifolia,Great Smoky Mountains National Park,101
23100,Draba densifolia,Yosemite National Park,161
5713,Draba globosa,Great Smoky Mountains National Park,39
10378,Draba globosa,Bryce National Park,83
19794,Draba globosa,Yosemite National Park,199
20920,Draba globosa,Yellowstone National Park,269
3869,Draba incerta,Great Smoky Mountains National Park,62
13229,Draba incerta,Bryce National Park,105
13472,Draba incerta,Yosemite National Park,105
20038,Draba incerta,Yellowstone National Park,238
758,Draba lemmonii var. lemmonii,Yosemite National Park,168
5773,Draba lemmonii var. lemmonii,Great Smoky Mountains National Park,101
12611,Draba lemmonii var. lemmonii,Yellowstone National Park,257
16380,Draba lemmonii var. lemmonii,Bryce National Park,111
10123,Draba lonchocarpa var. lonchocarpa,Yellowstone National Park,232
14664,Draba lonchocarpa var. lonchocarpa,Bryce National Park,88
18554,Draba lonchocarpa var. lonchocarpa,Yosemite National Park,180
18922,Draba lonchocarpa var. lonchocarpa,Great Smoky Mountains National Park,44
6971,Draba nemorosa,Yellowstone National Park,225
15735,Draba nemorosa,Yosemite National Park,174
21249,Draba nemorosa,Great Smoky Mountains National Park,48
23142,Draba nemorosa,Bryce National Park,111
335,Draba oligosperma,Great Smoky Mountains National Park,34
4075,Draba oligosperma,Bryce National Park,167
11543,Draba oligosperma,Yosemite National Park,149
13999,Draba oligosperma,Yellowstone National Park,234
6975,Draba paysonii var. paysonii,Yosemite National Park,175
7811,Draba paysonii var. paysonii,Yellowstone National Park,219
8313,Draba paysonii var. paysonii,Bryce National Park,99
9098,Draba paysonii var. paysonii,Great Smoky Mountains National Park,27
5513,Draba paysonii var. treleasii,Great Smoky Mountains National Park,59
6745,Draba paysonii var. treleasii,Yosemite National Park,117
14010,Draba paysonii var. treleasii,Yellowstone National Park,247
16315,Draba paysonii var. treleasii,Bryce National Park,102
5111,Draba praealta,Great Smoky Mountains National Park,92
11528,Draba praealta,Yosemite National Park,101
17354,Draba praealta,Bryce National Park,97
21063,Draba praealta,Yellowstone National Park,272
1893,Draba ramosissima,Yosemite National Park,168
2949,Draba ramosissima,Great Smoky Mountains National Park,101
10023,Draba ramosissima,Yellowstone National Park,232
20349,Draba ramosissima,Bryce National Park,99
2927,Draba reptans,Yosemite National Park,124
8692,Draba reptans,Yellowstone National Park,253
11835,Draba reptans,Great Smoky Mountains National Park,100
19166,Draba reptans,Bryce National Park,97
7532,Draba ventosa,Bryce National Park,128
10922,Draba ventosa,Great Smoky Mountains National Park,118
13082,Draba ventosa,Yellowstone National Park,240
20959,Draba ventosa,Yosemite National Park,137
4384,Draba verna,Yosemite National Park,138
6075,Draba verna,Yellowstone National Park,253
7558,Draba verna,Yellowstone National Park,232
9072,Draba verna,Great Smoky Mountains National Park,64
12865,Draba verna,Great Smoky Mountains National Park,109
15071,Draba verna,Yosemite National Park,143
15451,Draba verna,Bryce National Park,84
20914,Draba verna,Bryce National Park,119
8749,Dracocephalum parviflorum,Yellowstone National Park,316
11218,Dracocephalum parviflorum,Yosemite National Park,116
12543,Dracocephalum parviflorum,Great Smoky Mountains National Park,95
18219,Dracocephalum parviflorum,Bryce National Park,80
5507,Dracocephalum thymiflorum,Great Smoky Mountains National Park,49
10814,Dracocephalum thymiflorum,Bryce National Park,117
18814,Dracocephalum thymiflorum,Yellowstone National Park,297
22046,Dracocephalum thymiflorum,Yosemite National Park,110
1627,Draperia systyla,Yellowstone National Park,262
5100,Draperia systyla,Yosemite National Park,138
11927,Draperia systyla,Bryce National Park,79
19189,Draperia systyla,Great Smoky Mountains National Park,77
481,Drosera anglica,Great Smoky Mountains National Park,100
7092,Drosera anglica,Yellowstone National Park,257
12283,Drosera anglica,Yosemite National Park,134
12373,Drosera anglica,Bryce National Park,102
1872,Drosera rotundifolia,Yellowstone National Park,272
2116,Drosera rotundifolia,Yellowstone National Park,269
3082,Drosera rotundifolia,Yosemite National Park,108
7166,Drosera rotundifolia,Great Smoky Mountains National Park,90
8135,Drosera rotundifolia,Yosemite National Park,147
13692,Drosera rotundifolia,Bryce National Park,112
15655,Drosera rotundifolia,Great Smoky Mountains National Park,41
17701,Drosera rotundifolia,Bryce National Park,98
3281,Drummondia prorepens,Yellowstone National Park,236
9467,Drummondia prorepens,Yosemite National Park,183
12478,Drummondia prorepens,Bryce National Park,71
15344,Drummondia prorepens,Great Smoky Mountains National Park,70
3547,Dryocopus pileatus,Great Smoky Mountains National Park,60
5911,Dryocopus pileatus,Yellowstone National Park,237
15023,Dryocopus pileatus,Yosemite National Park,111
17519,Dryocopus pileatus,Bryce National Park,74
7297,Dryopteris arguta,Yosemite National Park,173
18369,Dryopteris arguta,Bryce National Park,79
18833,Dryopteris arguta,Great Smoky Mountains National Park,84
22625,Dryopteris arguta,Yellowstone National Park,249
8015,Dryopteris campyloptera,Yosemite National Park,182
9116,Dryopteris campyloptera,Bryce National Park,121
13840,Dryopteris campyloptera,Yellowstone National Park,244
16999,Dryopteris campyloptera,Great Smoky Mountains National Park,40
3557,Dryopteris celsa,Bryce National Park,61
10440,Dryopteris celsa,Great Smoky Mountains National Park,75
10894,Dryopteris celsa,Yellowstone National Park,234
17279,Dryopteris celsa,Yosemite National Park,161
783,Dryopteris cristata,Bryce National Park,105
791,Dryopteris cristata,Yosemite National Park,156
8873,Dryopteris cristata,Great Smoky Mountains National Park,96
22741,Dryopteris cristata,Yellowstone National Park,284
3556,Dryopteris expansa,Yellowstone National Park,246
5129,Dryopteris expansa,Bryce National Park,76
11929,Dryopteris expansa,Great Smoky Mountains National Park,48
21548,Dryopteris expansa,Yosemite National Park,136
9935,Dryopteris filix-mas,Bryce National Park,80
15434,Dryopteris filix-mas,Great Smoky Mountains National Park,78
17606,Dryopteris filix-mas,Yosemite National Park,155
19788,Dryopteris filix-mas,Yellowstone National Park,279
1729,Dryopteris goldiana,Yosemite National Park,148
5605,Dryopteris goldiana,Yellowstone National Park,248
9080,Dryopteris goldiana,Bryce National Park,79
13696,Dryopteris goldiana,Great Smoky Mountains National Park,32
892,Dryopteris intermedia,Bryce National Park,104
1115,Dryopteris intermedia,Great Smoky Mountains National Park,87
5432,Dryopteris intermedia,Yosemite National Park,147
19193,Dryopteris intermedia,Yellowstone National Park,254
3015,Dryopteris marginalis,Bryce National Park,111
4007,Dryopteris marginalis,Yosemite National Park,146
21579,Dryopteris marginalis,Yellowstone National Park,284
23190,Dryopteris marginalis,Great Smoky Mountains National Park,44
6052,Dryopteris X separabilis,Great Smoky Mountains National Park,92
6548,Dryopteris X separabilis,Yellowstone National Park,275
10499,Dryopteris X separabilis,Bryce National Park,96
15113,Dryopteris X separabilis,Yosemite National Park,186
9430,Duchesnea indica,Great Smoky Mountains National Park,34
11864,Duchesnea indica,Yosemite National Park,168
19704,Duchesnea indica,Yellowstone National Park,245
20642,Duchesnea indica,Bryce National Park,116
9387,Dudleya cymosa ssp. cymosa,Bryce National Park,109
11545,Dudleya cymosa ssp. cymosa,Yellowstone National Park,304
22848,Dudleya cymosa ssp. cymosa,Yosemite National Park,115
23088,Dudleya cymosa ssp. cymosa,Great Smoky Mountains National Park,88
956,Dulichium arundinaceum,Yellowstone National Park,259
5783,Dulichium arundinaceum,Yosemite National Park,160
10874,Dulichium arundinaceum,Great Smoky Mountains National Park,75
11890,Dulichium arundinaceum,Bryce National Park,110
14697,Dulichium arundinaceum,Great Smoky Mountains National Park,72
18295,Dulichium arundinaceum,Bryce National Park,108
20965,Dulichium arundinaceum,Yellowstone National Park,256
23062,Dulichium arundinaceum,Yosemite National Park,158
2422,Dumetella carolinensis,Yosemite National Park,169
7156,Dumetella carolinensis,Bryce National Park,99
8067,Dumetella carolinensis,Bryce National Park,113
8877,Dumetella carolinensis,Great Smoky Mountains National Park,67
9539,Dumetella carolinensis,Great Smoky Mountains National Park,73
10426,Dumetella carolinensis,Yosemite National Park,115
19026,Dumetella carolinensis,Yellowstone National Park,242
20651,Dumetella carolinensis,Yellowstone National Park,222
7101,Echinochloa colona,Bryce National Park,102
11385,Echinochloa colona,Great Smoky Mountains National Park,31
17360,Echinochloa colona,Yosemite National Park,156
18418,Echinochloa colona,Yellowstone National Park,232
443,Echinochloa crus-galli,Yosemite National Park,159
802,Echinochloa crus-galli,Bryce National Park,112
1454,Echinochloa crus-galli,Great Smoky Mountains National Park,62
7263,Echinochloa crus-galli,Great Smoky Mountains National Park,62
11435,Echinochloa crus-galli,Bryce National Park,116
11688,Echinochloa crus-galli,Yellowstone National Park,254
17581,Echinochloa crus-galli,Yellowstone National Park,235
17639,Echinochloa crus-galli,Yosemite National Park,172
3532,Echinochloa muricata var. muricata,Yosemite National Park,162
6288,Echinochloa muricata var. muricata,Great Smoky Mountains National Park,75
12003,Echinochloa muricata var. muricata,Yellowstone National Park,268
22335,Echinochloa muricata var. muricata,Bryce National Park,143
6450,Echium vulgare,Yellowstone National Park,228
8553,Echium vulgare,Yosemite National Park,128
12795,Echium vulgare,Bryce National Park,128
19137,Echium vulgare,Great Smoky Mountains National Park,52
4632,Eclipta prostrata,Yellowstone National Park,253
6103,Eclipta prostrata,Bryce National Park,147
9216,Eclipta prostrata,Yosemite National Park,142
15560,Eclipta prostrata,Great Smoky Mountains National Park,82
2568,Ectopistes migratorius,Bryce National Park,114
8436,Ectopistes migratorius,Great Smoky Mountains National Park,55
15868,Ectopistes migratorius,Yellowstone National Park,230
18988,Ectopistes migratorius,Yosemite National Park,177
4094,Egretta caerulea,Great Smoky Mountains National Park,89
7445,Egretta caerulea,Yosemite National Park,146
7896,Egretta caerulea,Yellowstone National Park,260
23242,Egretta caerulea,Bryce National Park,78
691,Egretta thula,Great Smoky Mountains National Park,66
1338,Egretta thula,Bryce National Park,122
11162,Egretta thula,Yellowstone National Park,244
12330,Egretta thula,Yosemite National Park,168
6605,Egretta tricolor,Great Smoky Mountains National Park,82
8057,Egretta tricolor,Bryce National Park,107
19632,Egretta tricolor,Yosemite National Park,151
20797,Egretta tricolor,Yellowstone National Park,248
11232,Elaeagnus angustifolia,Yellowstone National Park,259
13402,Elaeagnus angustifolia,Bryce National Park,125
17078,Elaeagnus angustifolia,Yosemite National Park,157
23209,Elaeagnus angustifolia,Great Smoky Mountains National Park,57
2917,Elaeagnus commutata,Great Smoky Mountains National Park,85
2939,Elaeagnus commutata,Bryce National Park,95
16928,Elaeagnus commutata,Yellowstone National Park,242
19113,Elaeagnus commutata,Yosemite National Park,112
41,Elaeagnus umbellata,Yosemite National Park,176
44,Elaeagnus umbellata,Great Smoky Mountains National Park,85
3595,Elaeagnus umbellata,Bryce National Park,102
22924,Elaeagnus umbellata,Yellowstone National Park,237
5257,Elanoides forficatus,Great Smoky Mountains National Park,26
8527,Elanoides forficatus,Yosemite National Park,119
22300,Elanoides forficatus,Bryce National Park,94
22936,Elanoides forficatus,Yellowstone National Park,229
3274,Elanus leucurus,Great Smoky Mountains National Park,87
13988,Elanus leucurus,Yellowstone National Park,214
16106,Elanus leucurus,Yosemite National Park,136
17189,Elanus leucurus,Bryce National Park,71
1609,Elaphe guttata guttata,Bryce National Park,112
6321,Elaphe guttata guttata,Yellowstone National Park,270
10650,Elaphe guttata guttata,Great Smoky Mountains National Park,100
19862,Elaphe guttata guttata,Yosemite National Park,167
2246,Elaphe obsoleta obsoleta,Bryce National Park,102
6607,Elaphe obsoleta obsoleta,Great Smoky Mountains National Park,75
14266,Elaphe obsoleta obsoleta,Yellowstone National Park,232
14918,Elaphe obsoleta obsoleta,Yosemite National Park,142
3399,Elatine rubella,Bryce National Park,63
7027,Elatine rubella,Great Smoky Mountains National Park,101
8887,Elatine rubella,Yosemite National Park,136
18056,Elatine rubella,Yellowstone National Park,239
2225,Eleocharis,Yosemite National Park,191
6127,Eleocharis,Great Smoky Mountains National Park,58
12660,Eleocharis,Bryce National Park,105
19167,Eleocharis,Yellowstone National Park,212
5099,Eleocharis acicularis,Great Smoky Mountains National Park,97
6650,Eleocharis acicularis,Yellowstone National Park,225
6730,Eleocharis acicularis,Yosemite National Park,187
12837,Eleocharis acicularis,Bryce National Park,100
12971,Eleocharis acicularis,Yellowstone National Park,276
14333,Eleocharis acicularis,Yosemite National Park,170
15056,Eleocharis acicularis,Bryce National Park,97
17755,Eleocharis acicularis,Great Smoky Mountains National Park,74
9462,Eleocharis acicularis var. acicularis,Yosemite National Park,134
10680,Eleocharis acicularis var. acicularis,Yellowstone National Park,241
11198,Eleocharis acicularis var. acicularis,Great Smoky Mountains National Park,50
14579,Eleocharis acicularis var. acicularis,Bryce National Park,46
5897,Eleocharis bolanderi,Yellowstone National Park,229
10824,Eleocharis bolanderi,Bryce National Park,90
16783,Eleocharis bolanderi,Great Smoky Mountains National Park,76
22783,Eleocharis bolanderi,Yosemite National Park,146
4660,Eleocharis decumbens,Yellowstone National Park,239
6201,Eleocharis decumbens,Yosemite National Park,148
18787,Eleocharis decumbens,Bryce National Park,92
23084,Eleocharis decumbens,Great Smoky Mountains National Park,83
7179,Eleocharis flavescens var. thermalis,Bryce National Park,126
10281,Eleocharis flavescens var. thermalis,Great Smoky Mountains National Park,81
10962,Eleocharis flavescens var. thermalis,Yellowstone National Park,240
11773,Eleocharis flavescens var. thermalis,Yosemite National Park,156
